Total Operating Hours,Total Employees,Number of Operating Fleets,Ridership,Service Area Population,Service Area Sq Miles,Primary UZA Area Sq Miles,Diesel (gal),Gasoline (gal),Liquefied Petroleum Gas (gal),Compressed Natural Gas (gal),Bio Diesel (gal),Other Fuel (gal/gal equivalent),Electric Propulsion (kWh),Electric Battery (kWh),Total Diesel (gal),Total kWh,Cluster_DBSCAN,Cluster_GMM,Cluster_Spectral,Cluster_KMeans
0.0,45.0,176.0,418263.0,1122276.0,31.0,657.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
0.0,61.6,164.0,586602.0,188015.0,4247.0,31.42,33410.0,48371.0,0.0,0.0,0.0,0.0,0.0,0.0,81781.0,0.0,0,3,0,0
0.0,43.84,30.0,1035386.0,218022.0,1590.0,59.07,0.0,134134.0,0.0,0.0,0.0,0.0,0.0,0.0,134134.0,0.0,0,0,0,0
0.0,44.43,69.0,537473.0,182470.0,425.0,713.81,541.0,60403.0,0.0,0.0,0.0,0.0,0.0,0.0,60944.0,0.0,0,0,4,0
0.0,45.0,33.0,479070.0,263670.0,567.0,162.87,4158.0,89271.0,0.0,0.0,0.0,0.0,0.0,0.0,93429.0,0.0,0,0,4,0
0.0,41.79,118.0,1351915.0,248267.0,59.0,1636.83,7304.0,61517.0,1895.0,0.0,0.0,0.0,0.0,0.0,70716.0,0.0,0,0,1,0
0.0,41.79,118.0,1351915.0,248267.0,59.0,1636.83,0.0,13600.0,0.0,354288.0,0.0,0.0,0.0,0.0,367888.0,0.0,0,0,1,0
0.0,35.6,38.0,1073434.0,241753.0,49.0,161.2,61257.0,22695.0,0.0,111847.0,0.0,0.0,0.0,0.0,195799.0,0.0,0,0,4,0
0.0,31.0,14.0,241359.0,33275.0,13.0,3248.12,56078.0,804.0,0.0,0.0,0.0,0.0,0.0,0.0,56882.0,0.0,0,0,1,0
0.0,58.0,21.0,350168.0,314038.0,4771.0,22.36,0.0,64591.0,0.0,0.0,0.0,0.0,0.0,0.0,64591.0,0.0,0,3,0,0
0.0,47.0,244.0,2335943.0,982474.0,990.0,263.07,43700.0,85463.0,0.0,0.0,1009440.0,0.0,0.0,0.0,1138603.0,0.0,0,0,3,0
0.0,59.0,106.0,2744759.0,325789.0,176.0,3248.12,391733.0,86870.0,0.0,0.0,0.0,0.0,0.0,0.0,478603.0,0.0,0,0,1,0
0.0,34.0,15.0,376209.0,320164.0,82.0,608.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
0.0,42.38,17.0,428221.0,152854.0,614.0,50.83,6063.0,61618.0,0.0,0.0,0.0,0.0,0.0,0.0,67681.0,0.0,0,0,4,0
0.0,69.2,23.0,510914.0,233398.0,818.0,722.55,0.0,41082.0,0.0,0.0,0.0,0.0,0.0,0.0,41082.0,0.0,0,0,4,0
0.0,36.14,63.0,511329.0,61598.0,31.0,35.19,0.0,15747.0,18968.0,0.0,71816.0,0.0,0.0,0.0,106531.0,0.0,0,0,4,0
0.0,31.0,22.0,458613.0,52759.0,24.0,397.29,54397.0,25533.0,0.0,0.0,0.0,0.0,0.0,0.0,79930.0,0.0,0,0,4,0
0.0,29.0,758.0,10003280.0,5806496.0,1739.0,18.23,0.0,888006.0,0.0,0.0,0.0,0.0,0.0,0.0,888006.0,0.0,-1,3,6,4
0.0,28.0,318.0,946430.0,400032.0,199.0,1746.9,6153.0,84359.0,0.0,0.0,0.0,0.0,0.0,0.0,90512.0,0.0,0,0,1,0
0.0,36.0,28.0,361343.0,152680.0,1316.0,43.47,0.0,33458.0,0.0,0.0,0.0,0.0,0.0,0.0,33458.0,0.0,0,0,0,0
0.0,27.0,19.0,402022.0,59677.0,584.0,0.0,3243.0,55297.0,0.0,0.0,0.0,0.0,0.0,0.0,58540.0,0.0,0,0,4,0
0.0,53.0,129.0,1617333.0,230310.0,200.0,142.25,24233.0,58369.0,0.0,239154.0,0.0,0.0,0.0,0.0,321756.0,0.0,0,0,4,0
0.0,29.98,18.0,372689.0,1597759.0,208.0,467.58,0.0,723.0,0.0,56575.0,0.0,0.0,0.0,0.0,57298.0,0.0,0,0,1,0
0.0,28.0,2.0,16367.0,25000.0,4.0,270.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,23.0,4.0,69807.0,19850.0,5.0,1746.9,0.0,0.0,0.0,0.0,0.0,0.0,301900.0,0.0,0.0,301900.0,0,0,1,0
0.0,30.0,56.0,377597.0,235785.0,3365.0,54.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0
0.0,19.7,144.0,855297.0,208601.0,452.0,752.28,5876.0,93298.0,0.0,0.0,0.0,0.0,0.0,0.0,99174.0,0.0,0,0,4,0
0.0,19.6,18.0,317037.0,77194.0,37.0,117.98,28613.0,13105.0,0.0,10859.0,0.0,0.0,0.0,0.0,52577.0,0.0,0,0,4,0
0.0,26.0,12.0,229344.0,88364.0,58.0,397.29,0.0,36674.0,0.0,0.0,0.0,0.0,0.0,0.0,36674.0,0.0,0,0,4,0
0.0,23.0,0.0,0.0,0.0,0.0,0.0,49554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49554.0,0.0,0,0,2,0
0.0,16.9,58.0,1169420.0,604068.0,454.0,219.14,185692.0,0.0,34620.0,0.0,0.0,0.0,0.0,0.0,220312.0,0.0,0,0,2,0
0.0,20.5,3.0,56980.0,221049.0,277.0,1655.89,276933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276933.0,0.0,0,0,1,0
0.0,12.2,6.0,108437.0,194917.0,179.0,1110.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
0.0,33.02,3.0,63342.0,40948.0,10.0,44.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0
0.0,6.7,81.0,1375843.0,652099.0,252.0,139.23,0.0,93089.0,0.0,0.0,0.0,0.0,0.0,0.0,93089.0,0.0,0,0,4,0
0.0,5.99,48.0,480865.0,142224.0,201.0,2553.04,0.0,65907.0,0.0,0.0,0.0,0.0,0.0,0.0,65907.0,0.0,0,0,1,0
0.0,5.0,351.0,5132926.0,232298.0,189.0,910.37,0.0,160040.0,0.0,0.0,704914.0,0.0,0.0,0.0,864954.0,0.0,0,0,3,0
0.0,8.0,44.0,579864.0,65425.0,5.0,1014.79,112491.0,19758.0,0.0,0.0,0.0,0.0,0.0,0.0,132249.0,0.0,0,0,1,0
0.0,2.97,30.0,414956.0,1226074.0,2446.0,400.86,0.0,26120.0,0.0,0.0,0.0,64.0,0.0,0.0,26184.0,0.0,0,3,0,0
0.0,141.41,1386.0,9205294.0,1043734.0,340.0,674.72,1280613.0,127190.0,0.0,1533737.0,41594.0,0.0,0.0,0.0,2983134.0,0.0,0,0,6,0
0.0,3.25,88.0,2140469.0,1705315.0,2500.0,169.31,183861.0,79146.0,0.0,0.0,0.0,0.0,0.0,0.0,263007.0,0.0,0,3,0,0
0.0,17.0,2.0,600.0,69764.0,89.0,2337.89,1174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1174.0,0.0,0,0,1,0
0.0,4.0,32.0,368136.0,143986.0,56.0,117.98,0.0,17333.0,0.0,0.0,0.0,0.0,0.0,0.0,17333.0,0.0,0,0,4,0
0.0,2.13,34.0,466622.0,186847.0,231.0,134.69,19241.0,25376.0,0.0,0.0,0.0,0.0,0.0,0.0,44617.0,0.0,0,0,4,0
0.0,1.17,380.0,3722824.0,417843.0,131.0,200.36,496889.0,108987.0,0.0,0.0,0.0,0.0,0.0,112671.0,605876.0,112671.0,0,0,5,0
423.0,0.21,76.0,623156.0,1978890.0,7505.0,584.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0
